days_frm_peak,Date0,Close0,close_dv_pk0,Date1,Close1,close_dv_pk1,Date2,Close2,close_dv_pk2,Date3,Close3,close_dv_pk3,Date4,Close4,close_dv_pk4,Date5,Close5,close_dv_pk5,Date6,Close6,close_dv_pk6,Date7,Close7,close_dv_pk7,Date8,Close8,close_dv_pk8,Date9,Close9,close_dv_pk9,Date10,Close10,close_dv_pk10,Date11,Close11,close_dv_pk11,Date12,Close12,close_dv_pk12,Date13,Close13,close_dv_pk13,Date14,Close14,close_dv_pk14
-182,1929-03-05,310.2,0.8137460650577125,1936-09-09,168.5,0.8667695473251028,1944-09-06,144.4,0.8941176470588236,1948-04-24,183.2,0.9631966351209253,1952-11-10,273.5,0.9809899569583931,1957-01-11,493.8,0.9481566820276499,1959-07-07,663.2,0.9674690007293947,1969-05-12,957.9,1.1098366353840805,1973-04-27,922.2,0.9342518488501672,1979-08-15,885.8,0.9800840894003098,1980-12-15,911.6,0.9007905138339921,1991-02-27,2889.1,0.9456336737365802,2000-08-03,10706.2,0.9747441640263667,2007-04-10,12573.8,0.887698118535776,2019-08-14,25479.42,0.8622062831498453
-181,1929-03-06,305.2,0.800629590766002,1936-09-10,169.0,0.8693415637860082,1944-09-07,143.6,0.8891640866873065,,,,,,,,,,1959-07-08,663.8,0.9683442742523705,1969-05-13,963.0,1.1157455683003128,,,,1979-08-16,884.0,0.9780924983403408,1980-12-16,918.1,0.9072134387351779,1991-02-28,2882.2,0.94337522911757,2000-08-04,10767.8,0.9803525255835973,2007-04-11,12484.6,0.8814006848106182,2019-08-15,25579.39,0.865589200112888
-180,1929-03-07,309.0,0.810598111227702,1936-09-11,168.6,0.8672839506172839,1944-09-08,143.5,0.8885448916408669,1948-04-26,181.3,0.9532071503680337,1952-11-12,272.0,0.975609756097561,,,,1959-07-09,663.1,0.9673231218088987,1969-05-14,968.9,1.1225813926543853,,,,1979-08-17,883.4,0.9774286346536845,1980-12-17,928.5,0.9174901185770751,1991-03-01,2909.9,0.9524417386750459,,,,2007-04-12,12553.0,0.8862296586536764,2019-08-16,25886.01,0.8759650128487904
-179,1929-03-08,311.6,0.8174186778593915,1936-09-12,168.0,0.8641975308641975,1944-09-09,143.3,0.8873065015479877,1948-04-27,181.0,0.9516298633017877,1952-11-13,272.5,0.977403156384505,1957-01-14,489.3,0.9395161290322581,1959-07-10,663.6,0.9680525164113786,1969-05-15,965.2,1.1182945197543739,1973-04-30,921.4,0.9334413939823726,,,,1980-12-18,930.2,0.9191699604743083,,,,,,,2007-04-13,12612.1,0.8904020614917576,,,
-178,1929-03-09,311.6,0.8174186778593915,,,,,,,1948-04-28,181.0,0.9516298633017877,1952-11-14,273.3,0.9802725968436155,1957-01-15,484.8,0.9308755760368664,,,,1969-05-16,967.3,1.1207276097787047,1973-05-01,921.2,0.933238780265424,,,,1980-12-19,937.2,0.9260869565217392,,,,2000-08-07,10867.0,0.9893841727666702,,,,,,
-177,,,,1936-09-14,166.9,0.8585390946502057,1944-09-11,144.3,0.893498452012384,1948-04-29,180.7,0.9500525762355415,,,,1957-01-16,485.1,0.931451612903226,,,,,,,1973-05-02,932.3,0.9444838415560732,1979-08-20,886.5,0.9808585970347422,,,,1991-03-04,2914.1,0.953816444095313,2000-08-08,10976.9,0.9993899996358206,,,,2019-08-19,26135.79,0.8844173985547903
-176,1929-03-11,305.8,0.8022035676810074,1936-09-15,166.4,0.8559670781893004,1944-09-12,144.9,0.8972136222910218,1948-04-30,180.5,0.9490010515247109,,,,1957-01-17,484.0,0.9293394777265745,1959-07-13,657.4,0.9590080233406273,,,,1973-05-03,945.7,0.9580589605916321,1979-08-21,886.0,0.980305377295862,,,,1991-03-05,2972.5,0.9729313956533124,2000-08-09,10905.8,0.9929167121890818,2007-04-16,12720.5,0.898054996646546,2019-08-20,25962.44,0.8785513521854449
-175,1929-03-12,306.1,0.80299055613851,1936-09-16,165.2,0.8497942386831275,1944-09-13,143.9,0.8910216718266254,1948-05-01,180.3,0.9479495268138802,1952-11-17,274.5,0.9845767575322811,1957-01-18,477.5,0.9168586789554533,1959-07-14,657.7,0.9594456601021153,1969-05-19,959.0,1.1111111111111112,1973-05-04,953.9,0.9663661229865261,1979-08-22,885.8,0.9800840894003098,1980-12-22,958.8,0.9474308300395257,1991-03-06,2973.3,0.9731932443047919,2000-08-10,10908.8,0.9931898466805054,2007-04-17,12773.0,0.9017614458681916,2019-08-21,26202.73,0.886682602731104
-174,1929-03-13,310.3,0.8140083945435468,1936-09-17,166.3,0.8554526748971194,1944-09-14,143.0,0.8854489164086687,,,,1952-11-18,278.0,0.9971305595408895,,,,1959-07-15,660.6,0.963676148796499,1969-05-20,949.3,1.099872552427297,,,,1979-08-23,880.4,0.9741093162204028,1980-12-23,958.3,0.9469367588932806,1991-03-07,2963.4,0.9699528672427338,2000-08-11,11027.8,1.004024181506974,2007-04-18,12803.8,0.9039358960782237,2019-08-22,26252.24,0.8883579875349477
-173,1929-03-14,316.3,0.8297481636935992,1936-09-18,167.8,0.8631687242798354,1944-09-15,144.1,0.8922600619195046,1948-05-03,181.1,0.952155625657203,1952-11-19,280.1,1.0046628407460545,,,,1959-07-16,658.3,0.9603209336250911,1969-05-21,951.8,1.1027690881705479,,,,1979-08-24,880.2,0.9738880283248508,1980-12-24,963.1,0.9516798418972332,1991-03-08,2955.2,0.9672689185650694,,,,2007-04-19,12808.6,0.9042747714356314,2019-08-23,25628.9,0.8672645849167316
