days_frm_peak,Date0,Close0,close_dv_pk0,Date1,Close1,close_dv_pk1,Date2,Close2,close_dv_pk2,Date3,Close3,close_dv_pk3,Date4,Close4,close_dv_pk4,Date5,Close5,close_dv_pk5,Date6,Close6,close_dv_pk6,Date7,Close7,close_dv_pk7,Date8,Close8,close_dv_pk8,Date9,Close9,close_dv_pk9,Date10,Close10,close_dv_pk10,Date11,Close11,close_dv_pk11,Date12,Close12,close_dv_pk12,Date13,Close13,close_dv_pk13,Date14,Close14,close_dv_pk14
151,1930-02-01,268.4,0.7040923399790135,,,,,,,1949-03-23,176.2,0.9263932702418507,1953-10-09,267.0,0.9576757532281205,1957-12-10,439.2,0.8433179723502304,,,,1970-04-10,790.5,0.9158846020159889,1974-03-26,883.7,0.8952487083375544,,,,1981-11-13,855.9,0.8457509881422924,,,,2001-07-02,10593.7,0.9645016205979825,,,,,,
152,,,,1937-08-09,186.8,0.9609053497942387,1945-08-06,163.2,1.0105263157894737,1949-03-24,176.4,0.9274447949526815,,,,1957-12-11,439.4,0.8437019969278035,,,,,,,1974-03-27,871.2,0.8825853510282646,1980-07-14,905.6,1.001991591059969,,,,1992-01-27,3240.6,1.0606834249803614,2001-07-03,10571.1,0.9624440074292582,,,,2020-07-13,26085.8,0.8827257708766618
153,1930-02-03,266.5,0.6991080797481637,1937-08-10,187.0,0.9619341563786008,1945-08-07,161.6,1.0006191950464396,1949-03-25,175.8,0.9242902208201894,,,,1957-12-12,438.5,0.8419738863287252,1960-06-06,636.9,0.9291028446389497,,,,1974-03-28,854.4,0.8655657988045791,1980-07-15,901.5,0.9974551892011507,,,,1992-01-28,3272.1,1.0709937156323646,,,,2008-03-10,11740.2,0.8288467647993223,2020-07-14,26642.59,0.9015671666539206
154,1930-02-04,268.5,0.7043546694648478,1937-08-11,186.7,0.9603909465020575,1945-08-08,161.8,1.001857585139319,1949-03-26,175.8,0.9242902208201894,,,,1957-12-13,440.5,0.8458141321044548,1960-06-07,645.6,0.9417943107221007,1970-04-13,785.9,0.9105549762484069,1974-03-29,846.7,0.8577651707020566,1980-07-16,904.4,1.0006638636866563,1981-11-16,845.0,0.8349802371541502,1992-01-29,3225.0,1.0555773762765122,2001-07-05,10479.9,0.9541407188899813,2008-03-11,12156.8,0.8582583218609905,2020-07-15,26870.1,0.9092659506717444
155,1930-02-05,272.1,0.7137985309548794,1937-08-12,187.6,0.9650205761316872,1945-08-09,164.6,1.0191950464396284,,,,1953-10-13,266.1,0.9544476327116213,,,,1960-06-08,650.4,0.9487964989059081,1970-04-14,780.6,0.9044143204727146,,,,1980-07-17,915.1,1.0125027660986945,1981-11-17,850.2,0.8401185770750988,1992-01-30,3244.9,1.0620908614820634,2001-07-06,10252.7,0.9334553334061693,2008-03-12,12110.2,0.854968406932825,2020-07-16,26734.71,0.9046844449437624
156,1930-02-06,268.6,0.7046169989506821,1937-08-13,189.3,0.9737654320987654,1945-08-10,165.1,1.0222910216718266,1949-03-28,176.0,0.92534174553102,1953-10-14,267.5,0.9594691535150646,,,,1960-06-09,656.4,0.9575492341356674,1970-04-15,782.6,0.9067315490673155,,,,1980-07-18,924.0,1.0223500774507635,1981-11-18,844.1,0.8340909090909091,1992-01-31,3223.4,1.0550536789735534,,,,2008-03-13,12145.7,0.8574746725969855,2020-07-17,26671.95,0.9025606891310131
157,1930-02-07,267.8,0.7025183630640085,1937-08-14,190.0,0.9773662551440329,,,,1949-03-29,178.4,0.9379600420609885,1953-10-15,271.2,0.9727403156384504,1957-12-16,433.4,0.8321812596006145,1960-06-10,654.9,0.9553610503282275,1970-04-16,775.9,0.8989688332754026,1974-04-01,843.5,0.8545233512308783,,,,1981-11-19,844.8,0.8347826086956521,,,,,,,2008-03-14,11951.1,0.8437361008154188,,,
158,1930-02-08,269.8,0.7077649527806926,,,,,,,1949-03-30,178.5,0.9384858044164038,1953-10-16,272.8,0.9784791965566715,1957-12-17,425.7,0.8173963133640554,,,,1970-04-17,775.9,0.8989688332754026,1974-04-02,846.6,0.8576638638435822,,,,1981-11-20,852.9,0.8427865612648221,,,,2001-07-09,10299.4,0.9377071269893295,,,,,,
159,,,,1937-08-16,189.3,0.9737654320987654,1945-08-13,164.1,1.0160990712074303,1949-03-31,177.1,0.9311251314405888,,,,1957-12-18,426.2,0.8183563748079877,,,,,,,1974-04-03,858.0,0.8692128457096545,1980-07-21,928.7,1.0275503429962383,,,,1992-02-03,3234.1,1.058555904687091,2001-07-10,10175.6,0.9264357769765833,,,,2020-07-20,26680.87,0.9028625358781406
160,1930-02-10,268.6,0.7046169989506821,1937-08-17,188.7,0.9706790123456789,1945-08-14,164.8,1.0204334365325078,1949-04-01,176.3,0.9269190325972662,,,,1957-12-19,431.3,0.8281490015360984,1960-06-13,655.9,0.9568198395331874,,,,1974-04-04,858.9,0.8701246074359233,1980-07-22,927.3,1.0260013277273734,,,,1992-02-04,3272.8,1.0712228332024092,2001-07-11,10241.0,0.9323901088896173,2008-03-17,11972.2,0.8452257404073564,2020-07-21,26840.4,0.9082609228253669
161,1930-02-11,271.1,0.7111752360965373,1937-08-18,187.4,0.9639917695473251,,,,1949-04-02,176.9,0.9300736067297583,1953-10-19,273.3,0.9802725968436155,1957-12-20,427.2,0.8202764976958525,1960-06-14,654.9,0.9553610503282275,1970-04-20,775.9,0.8989688332754026,1974-04-05,847.5,0.858575625569851,1980-07-23,928.6,1.0274396990484622,1981-11-23,851.8,0.8416996047430829,1992-02-05,3257.6,1.0662477088242996,2001-07-12,10479.0,0.9540587785425543,2008-03-18,12392.7,0.8749126336969184,2020-07-22,27005.84,0.9138593001622257
162,,,,1937-08-19,185.3,0.9531893004115226,,,,,,,1953-10-20,273.9,0.9824246771879482,,,,1960-06-15,649.4,0.9473377097009482,1970-04-21,772.5,0.8950295446645812,,,,1980-07-24,926.1,1.0246736003540606,1981-11-24,870.2,0.8598814229249012,1992-02-06,3255.6,1.065593087195601,2001-07-13,10539.1,0.9595305728540734,2008-03-19,12099.7,0.854227117088496,2020-07-23,26652.33,0.9018967616446182
163,1930-02-13,272.3,0.7143231899265478,1937-08-20,183.0,0.941358024691358,1945-08-17,164.4,1.0179566563467493,1949-04-04,176.6,0.9284963196635121,1953-10-21,273.7,0.9817073170731706,,,,1960-06-16,648.3,0.9457330415754923,1970-04-22,762.6,0.883559263121307,,,,1980-07-25,918.1,1.015822084531976,1981-11-25,878.1,0.8676877470355732,1992-02-07,3225.4,1.055708300602252,,,,2008-03-20,12361.3,0.8726958240672102,2020-07-24,26469.89,0.8957231158435026
164,1930-02-14,271.5,0.7122245540398741,1937-08-21,183.7,0.9449588477366254,,,,1949-04-05,177.0,0.9305993690851736,1953-10-22,274.9,0.9860114777618363,1957-12-23,428.1,0.8220046082949309,1960-06-17,650.9,0.949525893508388,1970-04-23,750.6,0.8696558915537018,1974-04-08,840.0,0.8509776111842772,,,,,,,,,,,,,,,,,,
165,1930-02-15,269.3,0.7064533053515215,,,,,,,1949-04-06,176.7,0.9290220820189274,1953-10-23,275.3,0.9874461979913917,1957-12-24,429.1,0.8239247311827959,,,,1970-04-24,747.3,0.8658324643726103,1974-04-09,846.8,0.8578664775605308,,,,1981-11-27,885.9,0.875395256916996,,,,2001-07-16,10472.1,0.9534305692122801,,,,,,
166,,,,1937-08-23,181.9,0.9356995884773662,1945-08-20,163.1,1.0099071207430341,1949-04-07,176.0,0.92534174553102,,,,,,,,,,,,,1974-04-10,843.7,0.854725964947827,1980-07-28,925.4,1.0238990927196283,,,,1992-02-10,3245.1,1.0621563236449332,2001-07-17,10606.4,0.9656578899450089,,,,2020-07-27,26584.77,0.8996105770890198
167,1930-02-17,270.5,0.709601259181532,1937-08-24,182.4,0.9382716049382716,1945-08-21,163.4,1.011764705882353,1949-04-08,176.4,0.9274447949526815,,,,1957-12-26,434.2,0.8337173579109064,1960-06-20,647.5,0.9445660102115244,,,,1974-04-11,844.8,0.8558403403910444,1980-07-29,931.9,1.031090949325072,,,,1992-02-11,3251.6,1.0642838439382039,2001-07-18,10569.8,0.9623256491496411,2008-03-24,12548.6,0.8859190229093862,2020-07-28,26379.28,0.8926569349290153
168,1930-02-18,270.7,0.7101259181532004,1937-08-25,181.7,0.934670781893004,1945-08-22,164.5,1.0185758513931888,1949-04-09,176.8,0.9295478443743429,1953-10-26,274.4,0.9842180774748923,1957-12-27,432.9,0.831221198156682,1960-06-21,644.9,0.9407731582786287,1970-04-27,735.2,0.8518132313752752,,,,1980-07-30,936.2,1.0358486390794424,1981-11-30,889.0,0.8784584980237155,1992-02-12,3276.8,1.0725320764598063,2001-07-19,10610.0,0.9659856513347171,2008-03-25,12532.6,0.8847894383846941,2020-07-29,26539.57,0.8980810397605259
169,1930-02-19,268.5,0.7043546694648478,1937-08-26,178.5,0.9182098765432098,1945-08-23,167.6,1.0377708978328173,,,,1953-10-27,273.4,0.9806312769010042,,,,1960-06-22,645.4,0.9415025528811086,1970-04-28,724.3,0.8391843355347004,,,,1980-07-31,935.3,1.034852843549458,1981-12-01,890.2,0.8796442687747036,1992-02-13,3246.7,1.0626800209478922,2001-07-20,10576.7,0.9629538584799155,2008-03-26,12422.9,0.8770447244872746,2020-07-30,26313.65,0.8904360602637709
